lr,momentum,optimizers,regularization,weightdecay,job_id,objective,timestamp_submit,timestamp_gather,timestamp_start,timestamp_end
0.08849023773335002,0.16858796623599293,rmsprop,0.02309145773625245,1.7142267169660015e-05,3,0.176,0.09320998191833496,200.320241689682,0.09982085227966309,200.31769490242004
3.716373578041473e-05,0.8554095433848531,rmsprop,0.02111737196577346,0.00011553014642794446,4,0.7776,0.09322094917297363,201.45060205459595,0.0998387336730957,201.4485034942627
0.004733439719600509,0.870462360270509,rmsprop,0.03128860724084489,1.7670154693007524e-05,5,0.2806,0.0932319164276123,201.5944402217865,0.0998220443725586,201.5920376777649
0.002236068,0.525,rmsprop,0.316227766,0.0001,1,0.7252,0.09318065643310547,201.99045634269714,0.09982752799987793,201.98801279067993
1.2248878599052346e-05,0.7558769815710428,rmsprop,1.966729086197734,0.00015453997776716303,7,0.7472,0.09325265884399414,202.0805435180664,0.09981775283813477,202.0787467956543
2.1494833714382638e-05,0.9199873725491213,rmsprop,0.13663120822382727,4.5547059284731695e-05,2,0.8074,0.09319853782653809,202.2030110359192,0.09982919692993164,202.20054936408997
0.0011317251236871192,0.20016089148262806,rmsprop,1.08096486186825,9.357369282664379e-05,6,0.789,0.09324240684509277,203.81293082237244,0.09981584548950195,203.80835938453674
0.03203990898633374,0.3969064449487052,rmsprop,0.10202008428415592,3.825420073451351e-05,8,0.2296,200.3908405303955,391.1895477771759,200.39224314689636,391.1875512599945
0.02254381239968307,0.18222043557422815,rmsprop,0.4053820774915685,9.551863818798713e-05,13,0.4974,202.36075448989868,394.53719449043274,202.36353158950806,394.5352945327759
1.1509870673368802e-05,0.5859086764677394,rmsprop,2.395240497081442,0.0001365785108185734,12,0.7144,202.11883664131165,394.70857310295105,202.12042331695557,394.70601534843445
0.27445368795323677,0.6127589267318716,rmsprop,0.5345548543473845,3.700144279867151e-05,10,0.136,201.63485097885132,395.1426064968109,201.63684725761414,395.08137798309326
0.004774406032512971,0.12388650015170355,rmsprop,0.11046532127287974,1.2223057536844987e-05,9,0.779,201.4900770187378,395.7054138183594,201.49225974082947,395.1423592567444
0.0026126067393085245,0.550996789176614,rmsprop,7.937196630938846,0.00017142484331561834,11,0.6612,202.02906560897827,395.7055904865265,202.03071117401123,395.5143210887909
0.00018170100960273176,0.44630513996333754,rmsprop,0.0990449427315621,0.00044212490897997724,14,0.7874,203.8529977798462,400.3002574443817,203.85432863235474,400.2973310947418
1.5973511857552977e-05,0.5393165897447256,rmsprop,5.707894103966101,0.00022736376001216037,15,0.7314,391.2292296886444,582.7749633789062,391.232266664505,582.7722890377045
0.005511700561829821,0.3693811296950066,rmsprop,0.03242379536498126,3.925720662976794e-05,16,0.5846,394.57690954208374,586.3682026863098,394.5800070762634,586.3655204772949
0.00012902834758392627,0.9254321131932679,rmsprop,0.01276157024180908,4.635853409549573e-05,17,0.5952,395.1424069404602,588.0738801956177,395.14621329307556,588.071536064148
6.741072239248317e-05,0.8967653249503823,rmsprop,0.23618371882406536,3.495034116067837e-05,20,0.7934,396.3891010284424,589.7003772258759,396.39084935188293,589.6978867053986
8.122530299053027e-05,0.9369401385629408,rmsprop,1.0510948291410112,4.348019221828122e-05,18,0.7818,395.7052285671234,590.1666233539581,395.70805406570435,590.007800579071
1.8863978480905393e-05,0.8530635290900673,rmsprop,0.102438224592934,3.733715324247457e-05,19,0.7878,396.3890767097473,590.7720971107483,396.39083337783813,590.7173233032227
4.172163333444904e-05,0.791964941072242,rmsprop,0.1451666637233085,3.7327153777575374e-05,21,0.803,400.7571704387665,596.308089017868,400.7593262195587,596.3057994842529
8.846611809535141e-05,0.9312015058338098,rmsprop,0.1102665900886461,3.737598664517485e-05,22,0.7726,583.2356178760529,775.1288917064667,583.2373592853546,775.1260523796082
4.7329713581828826e-05,0.8466594917272391,rmsprop,0.5214979357851911,3.296425173764038e-05,23,0.8046,586.9641044139862,780.6182103157043,586.9659566879272,780.6159210205078
0.0006953461274633811,0.25049507141399585,rmsprop,1.3193684260377354,1.581493412692366e-05,24,0.7692,588.5376870632172,783.2419230937958,588.5397737026215,783.2393300533295
1.4912451404299786e-05,0.888801312763912,rmsprop,0.11408364472764257,1.718969886319378e-05,25,0.7932,590.1664454936981,784.1987481117249,590.1697545051575,784.1965672969818
0.00026631588948757343,0.7626567819273773,rmsprop,0.5385472940813011,2.3376210095302898e-05,26,0.7808,590.771904706955,784.6808485984802,590.774650812149,784.4327054023743
0.0006615488635971208,0.8054063863366381,rmsprop,0.5024940622109161,3.0535139382441934e-05,27,0.7656,591.2434892654419,784.6810457706451,591.2454240322113,784.4020159244537
6.192682097230598e-05,0.6780771683883078,rmsprop,0.41336714082992143,3.527336408331191e-05,28,0.808,596.7804605960846,792.4309034347534,596.7826616764069,792.4287571907043
0.00014695582032420078,0.24017217284477219,rmsprop,0.1548553025172231,1.6854991001964916e-05,29,0.7842,775.6049287319183,968.00217628479,775.6081850528717,967.9998970031738
0.0001992789916779681,0.6381969846584201,rmsprop,0.46351857677870595,3.8761812428161824e-05,30,0.7968,781.2257821559906,973.5144801139832,781.2284517288208,973.5125946998596
0.03581371861362292,0.8975850321050862,rmsprop,0.7479876699276525,3.635710546940327e-05,33,0.1334,785.5436794757843,977.1786980628967,785.5464231967926,977.1760845184326
0.0007555871058962645,0.8158938435396571,rmsprop,0.5947222091743647,2.4901497200769276e-05,31,0.7794,783.7195951938629,977.6741571426392,783.7224731445312,977.3526384830475
