lr,momentum,regularization,t_max,weightdecay,job_id,objective,timestamp_submit,timestamp_gather,timestamp_start,timestamp_end
1.2964478448874501e-05,0.8055385045280041,7.737586437905426,9,2.1664043217098484e-05,1,0.7696,0.042858123779296875,268.1634795665741,0.045403242111206055,268.15996837615967
0.04620836694923808,0.9486636015438109,0.10762874034923924,36,0.0009781936385881082,5,0.1178,0.04291677474975586,272.3495976924896,0.04644060134887695,269.40926718711853
0.0011011868855786864,0.3126355714601943,0.017035472502302626,48,0.00027451039066818405,2,0.6384,0.0428774356842041,272.3498477935791,0.04629158973693848,270.36116886138916
0.0002793660423182583,0.2533776777612228,0.06169928848180613,25,6.133386020556706e-05,7,0.7302,0.04294133186340332,272.349924325943,0.04630613327026367,269.72794008255005
0.01801787697037015,0.5331031533886146,0.21227687524691918,19,7.44233752498972e-05,3,0.4488,0.04289126396179199,272.3499963283539,0.04630136489868164,269.9754412174225
0.001125238892108215,0.9174983885015474,3.2806404211175857,24,0.00011081186609403376,4,0.5844,0.04290413856506348,274.2203805446625,0.046292781829833984,274.2182559967041
0.02612226151437416,0.896990032887819,6.800901914212504,29,0.0003870785819330663,6,0.4172,0.04292893409729004,276.6537399291992,0.046302080154418945,276.6516423225403
6.240568100649269e-05,0.7329865094807,0.08687238273515509,9,3.89510137954771e-05,12,0.786,272.39190793037415,529.2741985321045,272.3934073448181,529.2716591358185
0.30874644419263386,0.12687127012198612,0.012934527691372108,29,1.4298222845278783e-05,11,0.2682,272.39189529418945,531.7528192996979,272.39422631263733,531.7504005432129
0.06715930039302938,0.20868666870217603,0.1257261188123413,37,1.6520825991966693e-05,9,0.4218,272.3918652534485,532.998702287674,272.39361238479614,532.9961841106415
0.00011751290300729102,0.10129203279141814,0.15646062897034765,49,3.5976725626892255e-05,10,0.816,272.391881942749,534.5196380615234,272.39423656463623,534.5177118778229
1.8379935826587343e-05,0.7075813679044869,0.09849947716413933,13,0.00047857191313885523,13,0.747,274.2686884403229,535.3335230350494,274.2705900669098,535.3319983482361
0.02057422436946189,0.18678265184898313,1.1436283169843364,47,0.0003276399248522676,8,0.511,272.3493456840515,536.5723767280579,272.3520004749298,536.570544719696
1.8078988234605556e-05,0.6128457771404997,0.3819246087003186,9,0.0003562819627296987,14,0.7544,277.1303894519806,544.9671676158905,277.13224959373474,544.9654438495636
6.809678140727155e-05,0.6473310973392098,0.06706095761665527,2,0.0003427049839729101,15,0.7548,529.3176336288452,784.2672109603882,529.3194816112518,784.2651333808899
0.0007153664309170111,0.3886745097314276,0.06698005982186735,38,7.890676754666572e-05,16,0.7004,531.9315571784973,790.408370256424,531.9345371723175,790.406049489975
2.256731226402538e-05,0.8052831403360319,0.07963042765632183,4,0.0008272310445338872,17,0.7434,533.4434657096863,794.2449886798859,533.445276260376,794.2426655292511
3.0493921706885495e-05,0.828157853092298,0.07419520929775114,36,7.794005462660179e-05,18,0.794,534.9598889350891,796.2179102897644,534.962016582489,796.2160663604736
2.3924378306684088e-05,0.939037328213492,0.10778286021672723,45,6.493343299377455e-05,19,0.8042,535.7788460254669,797.3013498783112,535.7812609672546,797.2991499900818
2.875989200744707e-05,0.7640690446683471,0.08464538730756903,46,0.0009362136408631386,20,0.811,537.1425337791443,797.7812969684601,537.1442880630493,797.4285521507263
5.4786302925618096e-05,0.8007044766385146,0.18556325121220668,12,0.0009308403851066105,21,0.7798,545.4229776859283,812.0535573959351,545.4253780841827,812.0512719154358
2.739963365351092e-05,0.8110285301812663,0.1254195657614032,9,0.000970928196099657,22,0.7772,784.7364535331726,1040.6741721630096,784.7388036251068,1040.6714811325073
0.00010082306329741496,0.7791927223618677,0.12543141116175935,2,0.0009618694444960262,23,0.7438,790.8830716609955,1050.4043107032776,790.8850455284119,1050.4022681713104
7.288443819316337e-05,0.7511056348442923,0.09340253678143703,48,0.0009010509776805751,24,0.789,794.8453028202057,1054.9262526035309,794.8482286930084,1054.924067735672
3.1747402289779545e-05,0.7411086293769666,0.10480137623983589,44,0.0008844882429660342,25,0.8188,796.6956176757812,1057.9467940330505,796.6980895996094,1057.944256067276
5.564497042474113e-05,0.9337846410207765,0.11599596953300853,45,0.0007750659955773441,26,0.7378,797.7810878753662,1058.920972108841,797.7836921215057,1058.918643951416
0.00012071562923149785,0.9488728028887301,0.10564026095790263,42,0.0008175165595003252,27,0.6818,798.2601983547211,1059.41699385643,798.2618260383606,1059.3271486759186
8.538345452210065e-05,0.9381441854531821,0.13764467664534827,39,0.000631219607610804,28,0.7116,812.6646165847778,1078.269567489624,812.666600227356,1078.2671999931335
4.342158994338068e-05,0.9437933988088649,0.11146046425405189,36,0.00045254199612951746,29,0.7542,1041.1672089099884,1296.0339376926422,1041.1691501140594,1296.0310966968536
9.105490225624105e-05,0.9228019931889099,0.1120023645667637,38,0.0009778491922476538,30,0.7078,1050.8969004154205,1309.7991604804993,1050.8992326259613,1309.7968516349792
0.00015789722757969044,0.9413869898684517,0.1460287592070065,40,0.0009552580138844821,31,0.6602,1055.552757024765,1315.8560400009155,1055.55512881279,1315.8537802696228
0.026958525349427456,0.6953024057561428,0.053944908658143956,49,0.0009521380160953423,34,0.32,1059.9062688350677,1319.6772954463959,1059.908551454544,1319.6756596565247
1.1849604656321606e-05,0.9451487746973296,0.10997371671978598,33,0.0005956425653173262,32,0.7938,1058.4407703876495,1320.508334159851,1058.4423916339874,1320.5065281391144
1.3752299121830393e-05,0.8636386924764377,0.09002875919489754,37,0.0008635042224823704,33,0.7946,1059.4167954921722,1321.0061204433441,1059.4204032421112,1320.6967809200287
0.01022866561479922,0.8324316952848305,0.04705066088217732,50,0.0009978874092398794,35,0.3168,1078.8827974796295,1344.7655727863312,1078.8845772743225,1344.7628419399261
0.04032682553097609,0.7385795678799113,0.07046983275412048,45,0.0009342691518975308,36,0.2934,1296.5297050476074,1550.8950061798096,1296.53214097023,1550.8927216529846
0.0014628288625525509,0.6942214515408532,0.09426332815485272,36,0.0009622186000440456,37,0.5794,1310.2960050106049,1569.962875366211,1310.2981536388397,1569.9610772132874
0.048307370821535904,0.8427300594796687,0.09617697608649162,49,0.0008641388622458383,38,0.3198,1316.473073720932,1578.571034669876,1316.4752688407898,1578.567822933197
3.5748622410139864e-05,0.9472026285987046,0.07828693784527078,28,0.0009217615787640152,39,0.7202,1320.1742105484009,1581.338142633438,1320.1765449047089,1581.3357281684875
0.0008047103999386388,0.7956149459139531,0.07854324611094199,37,0.0008799185744637901,40,0.6058,1321.0058329105377,1583.013456106186,1321.0089061260223,1583.0112073421478
0.002244154533579238,0.8555191506626352,0.03045665319291659,36,0.000881603375972641,41,0.3874,1321.6314446926117,1584.42529463768,1321.6331479549408,1584.4230120182037
1.0263698716177329e-05,0.8710323012569422,0.012876663014428889,35,0.0009892838320995601,42,0.7356,1345.2652368545532,1611.1202545166016,1345.2671508789062,1611.1182689666748
1.4290298071169e-05,0.6464097587716211,0.049254271002592324,48,0.0008655142355236574,43,0.7358,1551.3956434726715,1805.7542879581451,1551.3980836868286,1805.7524058818817
3.227782638712465e-05,0.7665790723636762,0.025482846826661302,45,0.0009730032000454254,44,0.7732,1570.4623770713806,1829.9821770191193,1570.4643473625183,1829.9800617694855
2.0220535817481926e-05,0.6222178887107837,0.12545576981060017,50,0.0009287234175446715,45,0.7918,1579.1919250488281,1840.5011451244354,1579.194653749466,1840.4986622333527
4.221388708456269e-05,0.7188596649099738,0.06024357952519974,42,0.0008626712424610665,46,0.8098,1581.838859796524,1842.1055462360382,1581.8408615589142,1842.1030774116516
2.3565062637476605e-05,0.7981193523442699,0.06787828464793874,48,0.0009756208617796886,47,0.8084,1583.5089085102081,1844.1633377075195,1583.5103483200073,1844.1612150669098
3.187887166528308e-05,0.8246305523480417,0.010059308959578163,45,0.0009173787235576819,48,0.7606,1585.0463206768036,1847.7167556285858,1585.0487055778503,1847.7139837741852
1.3718192377666248e-05,0.12255248866783189,0.20097771559901276,44,1.4333387715119763e-05,49,0.6574,1611.6147644519806,1876.8771724700928,1611.6162793636322,1876.8751065731049
2.348107591482858e-05,0.12366513495124828,0.1741303396277378,40,1.8765888380820856e-05,50,0.7014,1806.2553050518036,2061.74148106575,1806.2576971054077,2061.739042043686
